Reference,StrikeATMdiff,Forward_Rate,Volatility
EUR_10Y_2Y,-150,0.015211922535,0.00505026427285779
EUR_10Y_2Y,-100,0.015211922535,0.00518916625210694
EUR_10Y_2Y,-50,0.015211922535,0.00535107012770862
EUR_10Y_2Y,0,0.015211922535,0.00555338043680946
EUR_10Y_2Y,50,0.015211922535,0.00578233069772303
EUR_10Y_2Y,100,0.015211922535,0.00602242926174065
EUR_10Y_2Y,150,0.015211922535,0.00628281669649356
EUR_10Y_2Y,250,0.015211922535,0.00684605948065674
EUR_10Y_2Y,350,0.01521133425,0.00744908292807535
EUR_12Y_2Y,-225,0.016470696443,0.00491251297442917
EUR_12Y_2Y,-200,0.016467964762,0.00496252827796811
EUR_12Y_2Y,-150,0.016466536429,0.00508077476049607
EUR_12Y_2Y,-100,0.016466536429,0.00520558469458049
EUR_12Y_2Y,-50,0.016466536429,0.0053501446958014
EUR_12Y_2Y,0,0.016466536429,0.00553070856456872
EUR_12Y_2Y,50,0.016466536429,0.00573410610209652
EUR_12Y_2Y,100,0.016466536429,0.00594995042970229
EUR_12Y_2Y,150,0.016466536429,0.00618535725129969
EUR_12Y_2Y,250,0.016466536429,0.00670010695366377
EUR_12Y_2Y,350,0.016466897887,0.00725329386161423
EUR_15Y_2Y,-225,0.016515506288,0.00489182308078266
EUR_15Y_2Y,-200,0.016513234504,0.0049493815787218
EUR_15Y_2Y,-150,0.016512841263,0.00506819898589435
EUR_15Y_2Y,-100,0.016512841263,0.00518493939625763
EUR_15Y_2Y,-50,0.016512841263,0.0053136597877159
EUR_15Y_2Y,0,0.016512841263,0.00547205988177997
EUR_15Y_2Y,50,0.016512841263,0.0056499645157396
EUR_15Y_2Y,100,0.016512841263,0.00583466815967952
EUR_15Y_2Y,150,0.016512841263,0.00603761068378895
EUR_15Y_2Y,250,0.016512841263,0.00648662831348147
EUR_15Y_2Y,350,0.016514269769,0.00697357037633599
EUR_20Y_2Y,-200,0.014459568261,0.00475663143509643
EUR_20Y_2Y,-175,0.014457326814,0.00481972590087646
EUR_20Y_2Y,-150,0.014456907313,0.00487565043623039
EUR_20Y_2Y,-100,0.014456907313,0.00498669623861833
EUR_20Y_2Y,-50,0.014456907313,0.00509964933759394
EUR_20Y_2Y,0,0.014456907313,0.00523547017608824
EUR_20Y_2Y,50,0.014456907313,0.00538663210728786
EUR_20Y_2Y,100,0.014456907313,0.0055418655946739
EUR_20Y_2Y,150,0.014456907313,0.00571318623093271
EUR_20Y_2Y,250,0.014456907313,0.00609762878904059
EUR_20Y_2Y,350,0.014457519313,0.00651474559635653
EUR_25Y_2Y,-175,0.012351607933,0.00465466062296824
EUR_25Y_2Y,-150,0.012351411922,0.00472301453383691
EUR_25Y_2Y,-125,0.012350325837,0.00478323791115415
EUR_25Y_2Y,-100,0.012350325837,0.00484163624321122
EUR_25Y_2Y,-50,0.012350325837,0.00496122810223953
EUR_25Y_2Y,0,0.012350325837,0.00509932260770029
EUR_25Y_2Y,50,0.012350325837,0.00524759503011982
EUR_25Y_2Y,100,0.012350325837,0.00539853574132916
EUR_25Y_2Y,150,0.012350325837,0.00556391114568674
EUR_25Y_2Y,250,0.012350325837,0.00593238504998839
EUR_25Y_2Y,400,0.012348769835,0.0065254713250421
EUR_30Y_2Y,-175,0.011190554845,0.00447086328506138
EUR_30Y_2Y,-150,0.011196459025,0.00455158662454077
EUR_30Y_2Y,-125,0.01119456721,0.00462027539124355
EUR_30Y_2Y,-100,0.01119456721,0.00468587839537878
EUR_30Y_2Y,-50,0.01119456721,0.00480646649549774
EUR_30Y_2Y,0,0.01119456721,0.00494188381648354
EUR_30Y_2Y,50,0.01119456721,0.00508502898184033
EUR_30Y_2Y,100,0.01119456721,0.00522952846114241
EUR_30Y_2Y,150,0.01119456721,0.00538810114511297
EUR_30Y_2Y,250,0.01119456721,0.00574300557192724
EUR_30Y_2Y,400,0.011188933007,0.00630795492056201
EUR_1M_3Y,-25,-0.001187448043,0.00244715585536049
EUR_1M_3Y,-15,-0.001187710577,0.00183510419183561
EUR_1M_3Y,-10,-0.001187912602,0.00174735763395433
EUR_1M_3Y,-5,-0.001187912602,0.0017780291355324
EUR_1M_3Y,-2,-0.001187912602,0.0018373457163215
EUR_1M_3Y,0,-0.001187912602,0.0018933182323221
EUR_1M_3Y,5,-0.001187912602,0.0020682502829896
EUR_1M_3Y,10,-0.001187912602,0.00225651105079946
EUR_1M_3Y,15,-0.001187912602,0.00246376543524611
EUR_1M_3Y,25,-0.001187912602,0.00296689842104906
EUR_1M_3Y,50,-0.001187956168,0.00445123843569951
EUR_3M_3Y,-25,-0.00099589895,0.0020208773477295
EUR_3M_3Y,-15,-0.000996188394,0.00187343199873003
EUR_3M_3Y,-10,-0.000996475545,0.00189154711252435
EUR_3M_3Y,-5,-0.000996475545,0.00195855826512555
EUR_3M_3Y,-2,-0.000996475545,0.00201608380560272
EUR_3M_3Y,0,-0.000996475545,0.00206773571120542
EUR_3M_3Y,5,-0.000996475545,0.00220008350586329
EUR_3M_3Y,10,-0.000996475545,0.00234673497676233
EUR_3M_3Y,15,-0.000996475545,0.00250456515590811
EUR_3M_3Y,25,-0.000996475545,0.00282883734575236
EUR_3M_3Y,50,-0.000996523964,0.00364682136160384
EUR_6M_3Y,-25,-0.00066544129,0.00199465435661796
EUR_6M_3Y,-15,-0.00066591913,0.0020073554746136
EUR_6M_3Y,-10,-0.000666240528,0.00206233792872669
EUR_6M_3Y,-5,-0.000666240528,0.00213820713462321
EUR_6M_3Y,-2,-0.000666240528,0.00219301782061622
EUR_6M_3Y,0,-0.000666240528,0.00223615294198987
EUR_6M_3Y,5,-0.000666240528,0.00234600863862772
EUR_6M_3Y,10,-0.000666240528,0.0024639474852007
EUR_6M_3Y,15,-0.000666240528,0.0025870877975625
EUR_6M_3Y,25,-0.000666240528,0.00284140949955754
EUR_6M_3Y,50,-0.00066626485,0.00346893275449933
EUR_1Y_3Y,-25,0.00010855146,0.00239616766999441
EUR_1Y_3Y,-15,0.000107974863,0.0024648071204305
EUR_1Y_3Y,-10,0.000107446917,0.00252114118156181
EUR_1Y_3Y,-5,0.000107446917,0.00258617051349122
EUR_1Y_3Y,-2,0.000107446917,0.00262834034342557
EUR_1Y_3Y,0,0.000107446917,0.00265956270685605
EUR_1Y_3Y,5,0.000107446917,0.00273781387029045
EUR_1Y_3Y,10,0.000107446917,0.00282103029366351
EUR_1Y_3Y,15,0.000107446917,0.00290816735974821
EUR_1Y_3Y,25,0.000107446917,0.00308935575957935
EUR_1Y_3Y,50,0.000107523588,0.00355943366112013
EUR_2Y_3Y,-75,0.001904530006,0.0031687732316176
EUR_2Y_3Y,-50,0.001903225058,0.00321755501578837
EUR_2Y_3Y,-25,0.001901827209,0.00334808514556744
EUR_2Y_3Y,-10,0.001901827209,0.00346470999541872
EUR_2Y_3Y,-5,0.001901827209,0.00350843106545061
EUR_2Y_3Y,0,0.001901827209,0.00355684542079445
EUR_2Y_3Y,25,0.001901827209,0.00380992460735386
EUR_2Y_3Y,50,0.001901827209,0.00409868029940571
EUR_2Y_3Y,75,0.001901827209,0.00440531450617451
EUR_2Y_3Y,100,0.001901827209,0.00471863714141789
EUR_2Y_3Y,125,0.001902276769,0.00502190705262465
EUR_3Y_3Y,-100,0.003916400277,0.00359336644948356
EUR_3Y_3Y,-75,0.003914551705,0.00365100685749596
